obs_wl_air(nm)	ritz_wl_air(nm)	intens	Aki(s^-1)	Acc	Ei(cm-1)	Ek(cm-1)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
"442.577"	"442.580"	""	""		"21698.452"	"44286.91"	"5s.5p"	"1P*"	"1"	"5s.10d"	"3D"	"2"		""	"L3942"	
"443.470"	"443.51146"	""	""		"21698.452"	"44239.4549"	"5s.5p"	"1P*"	"1"	"5s.10d"	"1D"	"2"		""	"L3942"	
"443.8044"	"443.80430"	"1000"	"1.55e+07"	B+	"14898.545"	"37424.675"	"5s.5p"	"3P*"	"2"	"5s.7s"	"3S"	"1"		"T5178"	"L7362"	
"445.1804"	"445.18025"	"90"	""		"14504.334"	"36960.842"	"5s.5p"	"3P*"	"1"	"4d2"	"1D"	"2"		""	"L7362"	
"446.3301"	"446.32981"	"1000"	""		"21698.452"	"44097.1224"	"5s.5p"	"1P*"	"1"	"5s.11s"	"1S"	"0"		""	"L4447"	
"447.404"	"447.404"	""	""		"21698.452"	"44043.35"	"5s.5p"	"1P*"	"1"	"5s.11s"	"3S"	"1"		""	"L3942"	
"448.0507"	"448.0545"	"440h"	"1.9e+07"	C+	"20149.685"	"42462.136"	"5s.4d"	"1D"	"2"	"5s.8p"	"1P*"	"1"		"T5960"	"L7362"	
"452.2301"	"452.2301"	"470"	""		"21698.452"	"43804.890"	"5s.5p"	"1P*"	"1"	"5s.9d"	"3D"	"2"		""	"L4447"	
"453.1348"	"453.13490"	"500"	""		"14898.545"	"36960.842"	"5s.5p"	"3P*"	"2"	"4d2"	"1D"	"2"		""	"L7362"	
"453.2375"	"453.2375"	"1000"	""		"21698.452"	"43755.755"	"5s.5p"	"1P*"	"1"	"5s.9d"	"1D"	"2"		""	"L4447"	
"458.2993"	"458.29879"	"1100"	""		"21698.452"	"43512.1658"	"5s.5p"	"1P*"	"1"	"5s.10s"	"1S"	"0"		""	"L4447"	
"460.086"	"460.086"	""	""		"21698.452"	"43427.44"	"5s.5p"	"1P*"	"1"	"5s.10s"	"3S"	"1"		""	"L3942"	
"460.7331"	"460.73330"	"29000r"	"2.01e+08"	AA	"0.000"	"21698.452"	"5s2"	"1S"	"0"	"5s.5p"	"1P*"	"1"		"T3039"	"L7362"	
